pickled dictionaries found in directory, loading them into memory ...
127200 test reviews.

File Classifications:
actors-1-14861.txt: negative
actors-1-14862.txt: negative
actors-1-14864.txt: negative
actors-1-14865.txt: positive
actors-1-14866.txt: positive
actors-1-14868.txt: negative
actors-1-14869.txt: positive
actors-1-14873.txt: positive
actors-1-14874.txt: positive
actors-1-14875.txt: negative
actors-1-14876.txt: negative
actors-1-14877.txt: negative
actors-1-14878.txt: positive
actors-1-14879.txt: positive
actors-1-14880.txt: positive
actors-1-14881.txt: negative
actors-1-14882.txt: positive
actors-1-14884.txt: negative
actors-1-14886.txt: positive
actors-1-14887.txt: positive
actors-1-14888.txt: negative
actors-1-14889.txt: negative
actors-1-14890.txt: neutral
actors-1-14897.txt: positive
actors-1-14911.txt: negative
actors-1-1492.txt: neutral
actors-1-14923.txt: negative
actors-1-14956.txt: positive
actors-1-14969.txt: negative
actors-1-14981.txt: positive
actors-1-14996.txt: positive
actors-1-15012.txt: negative
actors-1-15044.txt: positive
actors-1-15068.txt: negative
actors-1-15074.txt: positive
actors-1-15079.txt: negative
actors-1-15101.txt: positive
actors-1-15110.txt: negative
actors-1-15119.txt: negative
actors-1-15120.txt: negative
actors-1-15140.txt: negative
actors-1-15199.txt: positive
actors-1-15215.txt: positive
actors-1-15218.txt: positive
actors-1-1527.txt: positive
actors-1-15296.txt: positive
actors-1-15302.txt: positive
actors-1-15312.txt: positive
actors-1-15335.txt: negative
actors-1-15341.txt: neutral
actors-1-15348.txt: negative
actors-1-15350.txt: positive
actors-1-15372.txt: positive
actors-1-15377.txt: positive
actors-1-15391.txt: negative
actors-1-15396.txt: positive
actors-1-15397.txt: neutral
actors-1-15399.txt: positive
actors-1-15404.txt: positive
actors-1-15426.txt: positive
actors-1-15427.txt: positive
actors-1-15444.txt: negative
actors-1-15453.txt: negative
actors-1-15456.txt: positive
actors-1-15466.txt: negative
actors-1-15469.txt: positive
actors-1-15473.txt: neutral
actors-1-15475.txt: positive
actors-1-15481.txt: positive
actors-1-15499.txt: positive
actors-1-15500.txt: negative
actors-1-15502.txt: negative
actors-1-15514.txt: neutral
actors-1-15521.txt: neutral
actors-1-15525.txt: negative
actors-1-15527.txt: negative
actors-1-15530.txt: negative
actors-1-15531.txt: positive
actors-1-15532.txt: positive
actors-1-15533.txt: negative
actors-1-15534.txt: positive
actors-1-15535.txt: negative
actors-1-15539.txt: negative
actors-1-15543.txt: negative
actors-1-15545.txt: positive
actors-1-15550.txt: negative
actors-1-15554.txt: positive
actors-1-15565.txt: positive
actors-1-15570.txt: negative
actors-1-15575.txt: positive
actors-1-15579.txt: negative
actors-1-15592.txt: positive
actors-1-15595.txt: positive
actors-1-15613.txt: negative
actors-1-15617.txt: positive
actors-1-15620.txt: negative
actors-1-15621.txt: neutral
actors-1-15623.txt: neutral
actors-1-15628.txt: positive
actors-1-15632.txt: positive
actors-1-15633.txt: negative
actors-1-15634.txt: positive
actors-1-15636.txt: negative
actors-1-15637.txt: negative
actors-1-15638.txt: positive
actors-1-15646.txt: positive
actors-1-15647.txt: positive
actors-1-15648.txt: positive
actors-1-15649.txt: positive
actors-1-15666.txt: positive
actors-1-15672.txt: negative
actors-1-15685.txt: negative
actors-1-15693.txt: neutral
actors-1-1571.txt: positive
actors-1-15717.txt: negative
actors-1-15733.txt: positive
actors-1-15735.txt: positive
actors-1-15745.txt: positive
actors-1-15746.txt: negative
actors-1-15751.txt: negative
actors-1-15752.txt: negative
actors-1-15754.txt: neutral
actors-1-15757.txt: positive
actors-1-15760.txt: positive
actors-1-15761.txt: positive
actors-1-15763.txt: neutral
actors-1-15764.txt: negative
actors-1-15767.txt: positive
actors-1-15786.txt: positive
actors-1-15791.txt: positive
actors-1-15792.txt: neutral
actors-1-15793.txt: neutral
actors-1-15794.txt: positive
actors-1-15796.txt: positive
actors-1-15797.txt: positive
actors-1-15798.txt: positive
actors-1-15799.txt: negative
actors-1-1580.txt: negative
actors-1-15800.txt: positive
actors-1-15801.txt: positive
actors-1-15803.txt: negative
actors-1-15804.txt: positive
actors-1-15806.txt: negative
actors-1-15807.txt: neutral
actors-1-15808.txt: negative
actors-1-15809.txt: neutral
actors-1-15810.txt: positive
actors-1-15811.txt: positive
actors-1-15812.txt: negative
actors-1-15814.txt: positive
actors-1-15815.txt: positive
actors-1-15816.txt: positive
actors-1-15817.txt: positive
actors-1-15818.txt: negative
actors-1-15820.txt: positive
actors-1-15822.txt: positive
actors-1-15823.txt: positive
actors-1-15824.txt: negative
actors-1-15825.txt: negative
actors-1-15826.txt: positive
actors-1-15828.txt: negative
actors-1-15829.txt: negative
actors-1-15830.txt: positive
actors-1-15831.txt: positive
actors-1-15832.txt: neutral
actors-1-15833.txt: negative
actors-1-15835.txt: neutral
actors-1-15836.txt: neutral
actors-1-15837.txt: negative
actors-1-15838.txt: positive
actors-1-15839.txt: negative
actors-1-15840.txt: negative
actors-1-15841.txt: positive
actors-1-15875.txt: negative
actors-1-15889.txt: negative
actors-1-15890.txt: negative
actors-1-15893.txt: positive
actors-1-15931.txt: negative
actors-1-15977.txt: negative
actors-1-15983.txt: positive
actors-1-15986.txt: positive
actors-1-15996.txt: negative
actors-1-16005.txt: neutral
actors-1-16010.txt: positive
actors-1-16024.txt: negative
actors-1-16029.txt: negative
actors-1-16038.txt: negative
actors-1-16044.txt: positive
actors-1-16045.txt: negative
actors-1-16047.txt: negative
actors-1-16048.txt: neutral
actors-1-16053.txt: negative
actors-1-16055.txt: negative
actors-1-16062.txt: negative
actors-1-16065.txt: negative
actors-1-16066.txt: negative
actors-1-16076.txt: negative
actors-1-16094.txt: positive
actors-1-16098.txt: positive
actors-1-16099.txt: positive
actors-1-16100.txt: positive
actors-1-16106.txt: negative
actors-1-16109.txt: positive
actors-1-16111.txt: positive
actors-1-16112.txt: negative
actors-1-16113.txt: negative
actors-1-16116.txt: negative
actors-1-16117.txt: neutral
actors-1-16118.txt: positive
actors-1-16119.txt: negative
actors-1-16120.txt: positive
actors-1-16121.txt: positive
actors-1-16123.txt: negative
actors-1-16126.txt: positive
actors-1-16129.txt: positive
actors-1-16130.txt: negative
actors-1-16131.txt: neutral
actors-1-16132.txt: positive
actors-1-16133.txt: neutral
actors-1-16134.txt: negative
actors-1-16139.txt: positive
actors-1-16143.txt: positive
actors-1-16144.txt: positive
actors-1-16146.txt: neutral
actors-1-16147.txt: neutral
actors-1-16149.txt: positive
actors-1-16150.txt: positive
actors-1-16152.txt: negative
actors-1-16153.txt: neutral
actors-1-16156.txt: positive
actors-1-16158.txt: positive
actors-1-16160.txt: negative
actors-1-16163.txt: positive
actors-1-16164.txt: positive
actors-1-16166.txt: positive
actors-1-16167.txt: negative
actors-1-16169.txt: positive
actors-1-16170.txt: neutral
actors-1-16173.txt: positive
actors-1-16175.txt: positive
actors-1-16178.txt: negative
actors-1-16183.txt: positive
actors-1-16184.txt: negative
actors-1-16185.txt: negative
actors-1-16187.txt: negative
actors-1-16217.txt: neutral
actors-1-16219.txt: negative
actors-1-16254.txt: positive
actors-1-16255.txt: negative
actors-1-16256.txt: negative
actors-1-16257.txt: negative
actors-1-16258.txt: negative
actors-1-16259.txt: positive
actors-1-16260.txt: negative
actors-1-16262.txt: negative
actors-1-16263.txt: neutral
actors-1-16264.txt: positive
actors-1-16265.txt: neutral
actors-1-16266.txt: negative
actors-1-16267.txt: negative
actors-1-16275.txt: positive
actors-1-16277.txt: negative
actors-1-16281.txt: negative
actors-1-16282.txt: negative
actors-1-16285.txt: positive
actors-1-16288.txt: negative
actors-1-16289.txt: positive
actors-1-16301.txt: positive
actors-1-16302.txt: negative
actors-1-16369.txt: positive
actors-1-16382.txt: neutral
actors-1-16384.txt: positive
actors-1-16388.txt: positive
actors-1-16395.txt: positive
actors-1-16396.txt: positive
actors-1-16397.txt: negative
actors-1-16402.txt: positive
actors-1-16411.txt: negative
actors-1-16416.txt: positive
actors-1-16427.txt: neutral
actors-1-16428.txt: negative
actors-1-16436.txt: negative
actors-1-16457.txt: positive
actors-1-16466.txt: negative
actors-1-16469.txt: positive
actors-1-16476.txt: negative
actors-1-16506.txt: positive
actors-1-16511.txt: negative
actors-1-16513.txt: neutral
actors-1-16514.txt: positive
actors-1-16533.txt: positive
actors-1-16541.txt: neutral
actors-1-1655.txt: negative
actors-1-16550.txt: negative
actors-1-16561.txt: positive
actors-1-16562.txt: negative
actors-1-16569.txt: negative
actors-1-16570.txt: negative
actors-1-16585.txt: neutral
actors-1-16586.txt: negative
actors-1-16589.txt: positive
actors-1-1660.txt: negative
actors-1-16619.txt: positive
actors-1-16622.txt: neutral
actors-1-16623.txt: neutral
actors-1-16625.txt: neutral
actors-1-16626.txt: negative
actors-1-16628.txt: positive
actors-1-16634.txt: neutral
actors-1-16641.txt: positive
actors-1-16647.txt: neutral
actors-1-16648.txt: neutral
actors-1-16654.txt: positive
actors-1-16657.txt: positive
actors-1-16677.txt: negative
actors-1-16678.txt: neutral
actors-1-16684.txt: negative
actors-1-16685.txt: negative
actors-1-16686.txt: negative
actors-1-16689.txt: negative
actors-1-16690.txt: positive
actors-1-16694.txt: neutral
actors-1-16698.txt: positive
actors-1-16699.txt: positive
actors-1-16700.txt: negative
actors-1-16702.txt: positive
actors-1-16706.txt: negative
actors-1-16707.txt: neutral
actors-1-16708.txt: positive
actors-1-16709.txt: neutral
actors-1-16714.txt: negative
actors-1-16717.txt: negative
actors-1-16737.txt: negative
actors-1-16750.txt: negative
actors-1-16756.txt: neutral
actors-1-16764.txt: positive
actors-1-16765.txt: negative
actors-1-16782.txt: positive
actors-1-16785.txt: negative
actors-1-16788.txt: negative
actors-1-16789.txt: positive
actors-1-16792.txt: positive
actors-1-16796.txt: negative
actors-1-16797.txt: negative
actors-1-16801.txt: negative
actors-1-16803.txt: negative
actors-1-16804.txt: negative
actors-1-16805.txt: negative
actors-1-16808.txt: negative
actors-1-16814.txt: negative
actors-1-16815.txt: negative
actors-1-16820.txt: negative
actors-1-16822.txt: negative
actors-1-16831.txt: positive
actors-1-16833.txt: positive
actors-1-16836.txt: positive
actors-1-16838.txt: neutral
actors-1-1684.txt: negative
actors-1-16840.txt: positive
actors-1-16841.txt: neutral
actors-1-16846.txt: neutral
actors-1-16848.txt: negative
actors-1-16849.txt: negative
actors-1-16850.txt: negative
actors-1-16864.txt: positive
actors-1-16872.txt: negative
actors-1-16873.txt: positive
actors-1-16875.txt: negative
actors-1-1688.txt: negative
actors-1-16958.txt: negative
actors-1-16968.txt: positive
actors-1-16984.txt: negative
actors-1-17010.txt: positive
actors-1-17012.txt: positive
actors-1-17021.txt: positive
actors-1-17025.txt: positive
actors-1-17028.txt: positive
actors-1-17044.txt: positive
actors-1-17053.txt: negative
actors-1-17055.txt: negative
actors-1-1706.txt: positive
actors-1-1708.txt: negative
actors-1-17093.txt: negative
actors-1-17114.txt: negative
actors-1-17118.txt: negative
actors-1-17119.txt: positive
actors-1-17145.txt: positive
actors-1-17149.txt: positive
actors-1-17150.txt: negative
actors-1-17151.txt: neutral
actors-1-17154.txt: positive
actors-1-17155.txt: positive
actors-1-1717.txt: negative
actors-1-17172.txt: negative
actors-1-17194.txt: positive
actors-1-17197.txt: negative
actors-1-17198.txt: neutral
actors-1-17199.txt: negative
actors-1-17203.txt: negative
actors-1-17208.txt: neutral
actors-1-17209.txt: negative
actors-1-17214.txt: negative
actors-1-17215.txt: positive
actors-1-17216.txt: negative
actors-1-17217.txt: positive
actors-1-17218.txt: negative
actors-1-17219.txt: positive
actors-1-17221.txt: negative
actors-1-17222.txt: positive
actors-1-17225.txt: positive
actors-1-17233.txt: positive
actors-1-17252.txt: positive
actors-1-17255.txt: positive
actors-1-17257.txt: positive
actors-1-17258.txt: negative
actors-1-17268.txt: positive
actors-1-17273.txt: positive
actors-1-17283.txt: positive
actors-1-17285.txt: negative
actors-1-17301.txt: positive
actors-1-17307.txt: neutral
actors-1-17309.txt: neutral
actors-1-17310.txt: negative
actors-1-17315.txt: positive
actors-1-17321.txt: negative
actors-1-17322.txt: negative
actors-1-17325.txt: positive
actors-1-17358.txt: negative
actors-1-17359.txt: neutral
actors-1-17362.txt: positive
actors-1-17372.txt: positive
actors-1-17373.txt: negative
actors-1-17379.txt: neutral
actors-1-17382.txt: neutral
actors-1-17384.txt: positive
actors-1-17405.txt: negative
actors-1-17409.txt: positive
actors-1-17419.txt: negative
actors-1-17424.txt: positive
actors-1-17437.txt: positive
actors-1-17438.txt: neutral
actors-1-17440.txt: positive
actors-1-17447.txt: negative
actors-1-17471.txt: positive
actors-1-17475.txt: neutral
actors-1-17477.txt: negative
actors-1-17493.txt: neutral
actors-1-17498.txt: negative
actors-1-17520.txt: positive
actors-1-17533.txt: positive
actors-1-17553.txt: negative
actors-1-17563.txt: positive
actors-1-17577.txt: positive
actors-1-17580.txt: positive
actors-1-17583.txt: negative
actors-1-17590.txt: positive
actors-1-17601.txt: neutral
actors-1-17605.txt: neutral
actors-1-17609.txt: negative
actors-1-17610.txt: positive
actors-1-17611.txt: positive
actors-1-17638.txt: negative
actors-1-17644.txt: negative
actors-1-17645.txt: neutral
actors-1-17659.txt: positive
actors-1-17661.txt: positive
actors-1-17675.txt: negative
actors-1-17680.txt: negative
actors-1-17685.txt: neutral
actors-1-17693.txt: negative
actors-1-17696.txt: negative
actors-1-17698.txt: neutral
actors-1-17699.txt: positive
actors-1-17702.txt: neutral
actors-1-17703.txt: neutral
actors-1-17712.txt: positive
actors-1-17732.txt: positive
actors-1-17738.txt: negative
actors-1-17740.txt: positive
actors-1-17746.txt: positive
actors-1-17769.txt: positive
actors-1-17776.txt: neutral
actors-1-17778.txt: negative
actors-1-17786.txt: positive
actors-1-17788.txt: positive
actors-1-17790.txt: negative
actors-1-17791.txt: positive
actors-1-17798.txt: negative
actors-1-17799.txt: neutral
actors-1-17810.txt: negative
actors-1-17815.txt: negative
actors-1-17816.txt: positive
actors-1-17819.txt: positive
actors-1-17823.txt: positive
actors-1-17832.txt: negative
actors-1-17833.txt: negative
actors-1-17849.txt: negative
actors-1-17851.txt: negative
actors-1-17853.txt: positive
actors-1-17875.txt: negative
actors-1-1788.txt: positive
actors-1-17881.txt: positive
actors-1-17883.txt: neutral
actors-1-17891.txt: negative
actors-1-17892.txt: neutral
actors-1-17898.txt: positive
actors-1-17901.txt: negative
actors-1-17906.txt: negative
actors-1-17907.txt: positive
actors-1-17913.txt: negative
actors-1-17918.txt: negative
actors-1-17930.txt: negative
actors-1-17933.txt: negative
actors-1-17936.txt: negative
actors-1-17939.txt: negative
actors-1-17942.txt: negative
actors-1-17951.txt: negative
actors-1-17953.txt: neutral
actors-1-17956.txt: positive
actors-1-17957.txt: positive
actors-1-17959.txt: negative
actors-1-17964.txt: neutral
actors-1-17969.txt: negative
actors-1-17977.txt: negative
actors-1-17988.txt: positive
actors-1-17992.txt: positive
actors-1-18006.txt: positive
actors-1-18007.txt: negative
actors-1-18012.txt: negative
actors-1-18013.txt: positive
actors-1-18020.txt: positive
actors-1-18028.txt: negative
actors-1-18041.txt: negative
actors-1-18042.txt: negative
actors-1-18046.txt: negative
actors-1-18060.txt: negative
actors-1-18073.txt: positive
actors-1-18077.txt: positive
actors-1-18078.txt: positive
actors-1-18082.txt: positive
actors-1-18083.txt: negative
actors-1-18088.txt: negative
actors-1-18096.txt: positive
actors-1-18099.txt: negative
actors-1-18101.txt: negative
actors-1-18103.txt: negative
actors-1-18104.txt: positive
actors-1-18105.txt: neutral
actors-1-18110.txt: negative
actors-1-18113.txt: negative
actors-1-18115.txt: neutral
actors-1-18116.txt: neutral
actors-1-18120.txt: positive
actors-1-18122.txt: negative
actors-1-18123.txt: negative
actors-1-18125.txt: positive
actors-1-18130.txt: positive
actors-1-18141.txt: positive
actors-1-18143.txt: positive
actors-1-18144.txt: neutral
actors-1-18151.txt: neutral
actors-1-18154.txt: positive
actors-1-18162.txt: neutral
actors-1-18163.txt: positive
actors-1-18164.txt: negative
actors-1-18167.txt: negative
actors-1-18168.txt: positive
actors-1-18169.txt: negative
actors-1-18173.txt: negative
actors-1-18174.txt: negative
actors-1-18176.txt: positive
actors-1-18181.txt: negative
actors-1-18184.txt: positive
actors-1-18187.txt: positive
actors-1-18188.txt: negative
