pickled dictionaries found in directory, loading them into memory ...
20744 test reviews.

File Classifications:
movies-1-17247.txt: positive
movies-1-17248.txt: negative
movies-1-17287.txt: negative
movies-1-17293.txt: negative
movies-1-17299.txt: negative
movies-1-1735.txt: negative
movies-1-17354.txt: negative
movies-1-1738.txt: positive
movies-1-174.txt: negative
movies-1-1744.txt: negative
movies-1-17487.txt: negative
movies-1-17490.txt: negative
movies-1-1751.txt: negative
movies-1-1757.txt: positive
movies-1-1759.txt: negative
movies-1-17594.txt: negative
movies-1-176.txt: negative
movies-1-17600.txt: negative
movies-1-17607.txt: positive
movies-1-17611.txt: negative
movies-1-17613.txt: negative
movies-1-17642.txt: negative
movies-1-17648.txt: positive
movies-1-17661.txt: negative
movies-1-17662.txt: negative
movies-1-17676.txt: negative
movies-1-17699.txt: negative
movies-1-177.txt: neutral
movies-1-17715.txt: positive
movies-1-17763.txt: negative
movies-1-17793.txt: negative
movies-1-17801.txt: neutral
movies-1-17803.txt: negative
movies-1-17828.txt: positive
movies-1-17829.txt: negative
movies-1-17833.txt: positive
movies-1-17834.txt: negative
movies-1-1786.txt: negative
movies-1-17869.txt: negative
movies-1-17870.txt: negative
movies-1-17878.txt: negative
movies-1-17880.txt: positive
movies-1-17885.txt: negative
movies-1-17886.txt: negative
movies-1-17894.txt: neutral
movies-1-17895.txt: negative
movies-1-17896.txt: neutral
movies-1-17903.txt: positive
movies-1-17904.txt: neutral
movies-1-17905.txt: positive
movies-1-17906.txt: negative
movies-1-17909.txt: negative
movies-1-17921.txt: negative
movies-1-17935.txt: neutral
movies-1-17944.txt: negative
movies-1-17946.txt: negative
movies-1-17963.txt: neutral
movies-1-18007.txt: negative
movies-1-18010.txt: positive
movies-1-18015.txt: negative
movies-1-18016.txt: negative
movies-1-18026.txt: positive
movies-1-18057.txt: negative
movies-1-18074.txt: neutral
movies-1-18077.txt: negative
movies-1-18141.txt: neutral
movies-1-18142.txt: negative
movies-1-18143.txt: negative
movies-1-18145.txt: positive
movies-1-18146.txt: negative
movies-1-18148.txt: negative
movies-1-18165.txt: negative
movies-1-18167.txt: negative
movies-1-18179.txt: negative
movies-1-18180.txt: positive
movies-1-18186.txt: negative
movies-1-18194.txt: negative
movies-1-18197.txt: negative
movies-1-18198.txt: neutral
movies-1-18209.txt: negative
movies-1-18222.txt: positive
movies-1-18224.txt: neutral
movies-1-18249.txt: negative
movies-1-18263.txt: negative
movies-1-18297.txt: neutral
movies-1-18306.txt: negative
movies-1-18309.txt: negative
movies-1-18321.txt: negative
movies-1-18350.txt: negative
movies-1-18390.txt: positive
movies-1-18413.txt: negative
movies-1-18416.txt: negative
movies-1-18420.txt: negative
movies-1-18454.txt: negative
movies-1-18455.txt: negative
movies-1-18461.txt: negative
movies-1-18462.txt: negative
movies-1-18464.txt: negative
movies-1-18466.txt: positive
movies-1-18467.txt: negative
movies-1-18475.txt: negative
movies-1-18482.txt: negative
movies-1-18486.txt: negative
movies-1-18487.txt: negative
movies-1-18496.txt: negative
movies-1-18499.txt: negative
movies-1-18503.txt: negative
movies-1-18520.txt: negative
movies-1-18556.txt: negative
movies-1-18562.txt: negative
movies-1-18574.txt: negative
movies-1-18575.txt: negative
movies-1-18583.txt: negative
movies-1-18589.txt: positive
movies-1-18597.txt: negative
movies-1-18616.txt: negative
movies-1-18621.txt: negative
movies-1-18625.txt: positive
movies-1-18633.txt: positive
movies-1-18678.txt: negative
movies-1-18690.txt: negative
movies-1-18695.txt: negative
movies-1-18699.txt: positive
movies-1-18704.txt: negative
movies-1-18711.txt: positive
movies-1-18715.txt: negative
movies-1-18716.txt: negative
movies-1-18722.txt: negative
movies-1-18729.txt: negative
movies-1-18732.txt: positive
movies-1-18734.txt: negative
movies-1-1874.txt: negative
movies-1-18741.txt: negative
movies-1-18748.txt: negative
movies-1-18749.txt: negative
movies-1-18750.txt: negative
movies-1-18757.txt: negative
movies-1-1876.txt: negative
movies-1-18763.txt: negative
movies-1-18773.txt: negative
movies-1-18775.txt: negative
movies-1-18802.txt: negative
movies-1-18806.txt: negative
movies-1-18807.txt: negative
movies-1-18808.txt: negative
movies-1-18811.txt: negative
movies-1-18819.txt: negative
movies-1-18828.txt: negative
movies-1-18850.txt: negative
movies-1-18875.txt: negative
movies-1-18878.txt: negative
movies-1-18890.txt: negative
movies-1-18904.txt: negative
movies-1-18906.txt: negative
movies-1-18910.txt: negative
movies-1-18911.txt: positive
movies-1-18912.txt: negative
movies-1-18915.txt: negative
movies-1-18917.txt: negative
movies-1-18924.txt: negative
movies-1-18929.txt: negative
movies-1-18942.txt: negative
movies-1-18946.txt: negative
movies-1-18980.txt: neutral
movies-1-18985.txt: positive
movies-1-1900.txt: negative
movies-1-19016.txt: positive
movies-1-19019.txt: negative
movies-1-19025.txt: negative
movies-1-19039.txt: negative
movies-1-1904.txt: negative
movies-1-19056.txt: negative
movies-1-19067.txt: negative
movies-1-19070.txt: negative
movies-1-19072.txt: negative
movies-1-19105.txt: negative
movies-1-19111.txt: negative
movies-1-19129.txt: positive
movies-1-19143.txt: negative
movies-1-19152.txt: negative
movies-1-19157.txt: negative
movies-1-19160.txt: positive
movies-1-19165.txt: negative
movies-1-19196.txt: negative
movies-1-19206.txt: negative
movies-1-19216.txt: negative
movies-1-19217.txt: negative
movies-1-19221.txt: negative
movies-1-19226.txt: negative
movies-1-19230.txt: negative
movies-1-19231.txt: negative
movies-1-19234.txt: neutral
movies-1-19236.txt: negative
movies-1-19248.txt: negative
movies-1-19256.txt: negative
movies-1-19258.txt: negative
movies-1-19261.txt: negative
movies-1-19275.txt: negative
movies-1-19276.txt: negative
movies-1-19279.txt: negative
movies-1-19296.txt: negative
movies-1-19304.txt: positive
movies-1-19328.txt: negative
movies-1-19353.txt: positive
movies-1-19361.txt: positive
movies-1-19366.txt: negative
movies-1-19368.txt: negative
movies-1-19369.txt: negative
movies-1-19373.txt: negative
movies-1-1938.txt: negative
movies-1-19392.txt: negative
movies-1-1940.txt: negative
movies-1-19420.txt: neutral
movies-1-19432.txt: negative
movies-1-19437.txt: negative
movies-1-19442.txt: negative
movies-1-19443.txt: negative
movies-1-19446.txt: negative
movies-1-19448.txt: negative
movies-1-19449.txt: negative
movies-1-19451.txt: negative
movies-1-19452.txt: negative
movies-1-19456.txt: negative
movies-1-19457.txt: negative
movies-1-19459.txt: negative
movies-1-19461.txt: negative
movies-1-19462.txt: positive
movies-1-19472.txt: negative
movies-1-19486.txt: negative
movies-1-19498.txt: negative
movies-1-19502.txt: negative
movies-1-19504.txt: negative
movies-1-19508.txt: positive
movies-1-19511.txt: negative
movies-1-19515.txt: positive
movies-1-19518.txt: negative
movies-1-19519.txt: neutral
movies-1-19520.txt: negative
movies-1-19524.txt: negative
movies-1-19526.txt: neutral
movies-1-19541.txt: neutral
movies-1-19546.txt: negative
movies-1-19547.txt: negative
movies-1-19551.txt: positive
movies-1-19558.txt: negative
movies-1-19561.txt: negative
movies-1-19578.txt: neutral
movies-1-19584.txt: negative
movies-1-19585.txt: positive
movies-1-19586.txt: negative
movies-1-19588.txt: negative
movies-1-19600.txt: negative
movies-1-19606.txt: neutral
movies-1-19616.txt: positive
movies-1-19622.txt: neutral
movies-1-19638.txt: negative
movies-1-19641.txt: negative
movies-1-19642.txt: negative
movies-1-19643.txt: negative
movies-1-19653.txt: negative
movies-1-19661.txt: negative
movies-1-19673.txt: positive
movies-1-19683.txt: negative
movies-1-19688.txt: negative
movies-1-19692.txt: neutral
movies-1-19695.txt: negative
movies-1-19706.txt: negative
movies-1-19707.txt: negative
movies-1-19716.txt: positive
movies-1-19717.txt: negative
movies-1-19718.txt: negative
movies-1-19720.txt: negative
movies-1-19724.txt: negative
movies-1-19745.txt: negative
movies-1-19747.txt: negative
movies-1-19764.txt: positive
movies-1-19766.txt: negative
movies-1-19769.txt: negative
movies-1-1977.txt: positive
movies-1-19776.txt: negative
movies-1-19780.txt: negative
movies-1-19782.txt: negative
movies-1-19784.txt: negative
movies-1-19786.txt: positive
movies-1-19788.txt: negative
movies-1-19789.txt: negative
movies-1-19794.txt: negative
movies-1-19795.txt: negative
movies-1-19798.txt: negative
movies-1-19809.txt: negative
movies-1-19827.txt: negative
movies-1-19831.txt: negative
movies-1-19832.txt: negative
movies-1-19844.txt: positive
movies-1-19848.txt: negative
movies-1-19853.txt: negative
movies-1-19866.txt: negative
movies-1-19867.txt: negative
movies-1-19873.txt: negative
movies-1-19878.txt: negative
movies-1-19881.txt: negative
movies-1-19888.txt: negative
movies-1-19892.txt: negative
movies-1-19896.txt: positive
movies-1-19903.txt: negative
movies-1-19904.txt: negative
movies-1-19906.txt: positive
movies-1-19907.txt: negative
movies-1-19908.txt: negative
movies-1-1991.txt: negative
movies-1-19912.txt: negative
movies-1-19913.txt: negative
movies-1-19918.txt: negative
movies-1-19927.txt: negative
movies-1-19948.txt: negative
movies-1-19953.txt: positive
movies-1-19954.txt: positive
movies-1-19968.txt: negative
movies-1-19970.txt: neutral
movies-1-19973.txt: negative
movies-1-19974.txt: negative
movies-1-19975.txt: negative
movies-1-19977.txt: negative
movies-1-19988.txt: negative
movies-1-19989.txt: negative
movies-1-19995.txt: negative
movies-1-19996.txt: negative
movies-1-19997.txt: negative
movies-1-19998.txt: negative
movies-1-19999.txt: negative
movies-1-20000.txt: negative
movies-1-20004.txt: negative
movies-1-20006.txt: negative
movies-1-20013.txt: negative
movies-1-20014.txt: negative
movies-1-20016.txt: negative
movies-1-20017.txt: negative
movies-1-20018.txt: negative
movies-1-20019.txt: negative
movies-1-20022.txt: negative
movies-1-20025.txt: negative
movies-1-20030.txt: negative
movies-1-20033.txt: negative
movies-1-20035.txt: negative
movies-1-20036.txt: negative
movies-1-20038.txt: negative
movies-1-20039.txt: negative
movies-1-20040.txt: negative
movies-1-20041.txt: negative
movies-1-20045.txt: negative
movies-1-20046.txt: negative
movies-1-20047.txt: negative
movies-1-2005.txt: negative
movies-1-20050.txt: negative
movies-1-20053.txt: negative
movies-1-20055.txt: negative
movies-1-20060.txt: negative
movies-1-20061.txt: negative
movies-1-20063.txt: negative
movies-1-20065.txt: negative
movies-1-20067.txt: negative
movies-1-20070.txt: negative
movies-1-20072.txt: negative
movies-1-20078.txt: negative
movies-1-20083.txt: negative
movies-1-20088.txt: negative
movies-1-20090.txt: negative
movies-1-20095.txt: negative
movies-1-20100.txt: positive
movies-1-20102.txt: negative
movies-1-20103.txt: negative
movies-1-20104.txt: negative
movies-1-20108.txt: negative
movies-1-20114.txt: negative
movies-1-20120.txt: negative
movies-1-20126.txt: negative
movies-1-20129.txt: negative
movies-1-20130.txt: negative
movies-1-20132.txt: positive
movies-1-20142.txt: negative
movies-1-20156.txt: positive
movies-1-20159.txt: positive
movies-1-20162.txt: negative
movies-1-20164.txt: negative
movies-1-20169.txt: negative
movies-1-20180.txt: negative
movies-1-20187.txt: positive
movies-1-20189.txt: positive
movies-1-20190.txt: negative
movies-1-20198.txt: negative
movies-1-20200.txt: negative
movies-1-20203.txt: negative
movies-1-20204.txt: negative
movies-1-20205.txt: negative
movies-1-20208.txt: negative
movies-1-20209.txt: negative
movies-1-20211.txt: negative
movies-1-20214.txt: negative
movies-1-20216.txt: negative
movies-1-20217.txt: negative
movies-1-20232.txt: negative
movies-1-20236.txt: negative
movies-1-20238.txt: negative
movies-1-20241.txt: negative
movies-1-20244.txt: negative
movies-1-20245.txt: negative
movies-1-20252.txt: negative
movies-1-20253.txt: negative
movies-1-20259.txt: negative
movies-1-20263.txt: negative
movies-1-20264.txt: positive
movies-1-20266.txt: negative
movies-1-20267.txt: negative
movies-1-20274.txt: negative
movies-1-20276.txt: negative
movies-1-20281.txt: negative
movies-1-20283.txt: negative
movies-1-20284.txt: negative
movies-1-20289.txt: negative
movies-1-2029.txt: negative
movies-1-20291.txt: positive
movies-1-20294.txt: negative
movies-1-20302.txt: negative
movies-1-20305.txt: negative
movies-1-20307.txt: negative
movies-1-20308.txt: negative
movies-1-20309.txt: negative
movies-1-20310.txt: negative
movies-1-20312.txt: negative
movies-1-20314.txt: negative
movies-1-20315.txt: negative
movies-1-20316.txt: negative
movies-1-20319.txt: negative
movies-1-2032.txt: negative
movies-1-20320.txt: negative
movies-1-20322.txt: negative
movies-1-20323.txt: negative
movies-1-20325.txt: negative
movies-1-20332.txt: negative
movies-1-20333.txt: negative
movies-1-20334.txt: negative
movies-1-20335.txt: negative
movies-1-20336.txt: negative
movies-1-20337.txt: negative
movies-1-20338.txt: negative
movies-1-20339.txt: negative
movies-1-20340.txt: negative
movies-1-20341.txt: negative
movies-1-20342.txt: positive
movies-1-20345.txt: negative
movies-1-20350.txt: positive
movies-1-20352.txt: negative
movies-1-20355.txt: negative
movies-1-20356.txt: negative
movies-1-20360.txt: positive
movies-1-20362.txt: negative
movies-1-20365.txt: positive
movies-1-20368.txt: negative
movies-1-20369.txt: negative
movies-1-20373.txt: negative
movies-1-20375.txt: negative
movies-1-20380.txt: negative
movies-1-20383.txt: negative
movies-1-20384.txt: negative
movies-1-20385.txt: negative
movies-1-20386.txt: negative
movies-1-20388.txt: negative
movies-1-20390.txt: negative
movies-1-20391.txt: negative
movies-1-20392.txt: negative
movies-1-20394.txt: negative
movies-1-20396.txt: negative
movies-1-20397.txt: negative
movies-1-20399.txt: negative
movies-1-20400.txt: negative
movies-1-20401.txt: negative
movies-1-20402.txt: negative
movies-1-20404.txt: negative
movies-1-20405.txt: positive
movies-1-20406.txt: negative
movies-1-20407.txt: negative
movies-1-20409.txt: negative
movies-1-20411.txt: negative
movies-1-20412.txt: negative
movies-1-20414.txt: negative
movies-1-20416.txt: negative
movies-1-20417.txt: neutral
movies-1-20418.txt: negative
movies-1-20419.txt: negative
movies-1-20421.txt: positive
movies-1-20429.txt: negative
movies-1-20430.txt: negative
movies-1-20435.txt: negative
movies-1-20436.txt: negative
movies-1-20437.txt: negative
movies-1-20438.txt: negative
movies-1-20439.txt: negative
movies-1-2044.txt: negative
movies-1-20440.txt: negative
movies-1-20445.txt: negative
movies-1-20446.txt: negative
movies-1-20448.txt: positive
movies-1-20449.txt: positive
movies-1-20480.txt: negative
movies-1-20514.txt: negative
movies-1-20523.txt: negative
movies-1-20529.txt: negative
movies-1-2054.txt: negative
movies-1-20540.txt: negative
movies-1-20546.txt: negative
movies-1-20549.txt: positive
movies-1-20553.txt: positive
movies-1-20554.txt: negative
movies-1-20555.txt: negative
movies-1-20570.txt: positive
movies-1-20593.txt: negative
movies-1-20609.txt: negative
movies-1-20610.txt: neutral
movies-1-20613.txt: negative
movies-1-20620.txt: negative
movies-1-20661.txt: negative
movies-1-20669.txt: negative
movies-1-2067.txt: negative
movies-1-20682.txt: negative
movies-1-20684.txt: negative
movies-1-20690.txt: negative
movies-1-2072.txt: negative
movies-1-20720.txt: negative
movies-1-20777.txt: negative
movies-1-2080.txt: negative
movies-1-20802.txt: positive
movies-1-20803.txt: positive
movies-1-20805.txt: negative
movies-1-20807.txt: negative
movies-1-20808.txt: negative
movies-1-20814.txt: negative
movies-1-20821.txt: negative
movies-1-20822.txt: positive
movies-1-20823.txt: negative
movies-1-20833.txt: negative
movies-1-2085.txt: negative
movies-1-20862.txt: negative
movies-1-20863.txt: positive
movies-1-20864.txt: negative
movies-1-20873.txt: negative
movies-1-2090.txt: negative
movies-1-2092.txt: negative
movies-1-20921.txt: neutral
movies-1-20924.txt: negative
movies-1-20925.txt: negative
movies-1-20946.txt: negative
movies-1-20954.txt: negative
movies-1-20956.txt: negative
movies-1-20967.txt: negative
movies-1-20968.txt: positive
movies-1-20986.txt: negative
movies-1-21026.txt: negative
movies-1-21027.txt: negative
movies-1-21032.txt: negative
movies-1-21058.txt: negative
movies-1-21077.txt: negative
movies-1-21086.txt: negative
movies-1-21087.txt: negative
movies-1-21089.txt: negative
movies-1-21094.txt: negative
movies-1-21096.txt: positive
movies-1-21109.txt: negative
movies-1-21118.txt: positive
